    1		                    x		                    x		                    x		                    x		                    x		                    x		                    x		                    x		
  495		                    0		                    0		                    0		                    0		                    0		        2117021229414		                    0		                    0		
  496		                    0		                    0		                    0		                    0		                    0		        2117021229414		                    0		                    0		
  497		                    0		                    0		                    0		                    0		                    0		        2117021229414		                    0		                    0		
  498		                    0		                    0		                    0		                    0		                    0		        2117021229414		                    0		                    0		
  499		                    0		                    0		                    0		                    0		                    0		        2117021229414		                    0		                    0		
  500		                    0		                    0		                    0		                    0		                    0		        2117021229414		                    0		                    0		
  501		                    0		                    0		                    0		                    0		                    0		        2117021229414		                    0		                    0		
  502		                    0		                    0		                    0		                    0		                    0		        2117021229414		                    0		                    0		
  503		                    0		                    0		                    0		                    0		                    0		        2117021229414		                    0		                    0		
  504		                    0		                    0		                    0		                    0		                    0		        2117021229414		                    0		                    0		
  505		                    0		                    0		                    0		                    0		                    0		        2117021229414		                    0		                    0		
  506		                    0		                    0		                    0		                    0		                    0		        2117021229414		                    0		                    0		
  507		                    0		                    0		                    0		                    0		                    0		        2117021229414		                    0		                    0		
  508		                    0		                    0		                    0		                    0		                    0		        2117021229414		                    0		                    0		
  509		                    0		                    0		                    0		                    0		                    0		        2117021229414		                    0		                    0		
  510		                    0		                    0		                    0		                    0		                    0		        2117021229414		                    0		                    0		
  511		                    0		                    0		                    0		                    0		                    0		        2117021229414		                    0		                    0		
  512		                    0		                    0		                    0		                    0		                    0		        2117021229414		                    0		                    0		
  513		                    0		                    0		                    0		                    0		                    0		        2117021229414		                    0		                    0		
  514		                    0		                    0		                    0		                    0		                    0		        2117021229414		                    0		                    0		
  515		                    0		                    0		                    0		                    0		                    0		        2117021229414		                    0		                    0		
  516		                    0		                    0		                    0		                    0		                    0		        2117021229414		                    0		                    0		
  517		                    0		                    0		                    0		                    0		                    0		        2117021229414		                    0		                    0		
  518		                    0		                    0		                    0		                    0		                    0		        2117021229414		                    0		                    0		
  519		                    0		                    0		                    0		                    0		                    0		        2117021229414		                    0		                    0		
  520		                    0		                    0		                    0		                    0		                    0		        2117021229414		                    0		                    0		
  521		                    0		                    0		                    0		                    0		                    0		        2117021229414		                    0		                    0		
  522		                    0		                    0		                    0		                    0		                    0		        2117021229414		                    0		                    0		
  523		                    0		                    0		                    0		                    0		                    0		        2117021229414		                    0		                    0		
  524		                    0		                    0		                    0		                    0		                    0		        2117021229414		                    0		                    0		
  525		                    0		                    0		                    0		                    0		                    0		        2117021229414		                    0		                    0		
  526		                    0		                    0		                    0		                    0		                    0		        2117021229414		                    0		                    0		
  527		                    0		                    0		                    0		                    0		                    0		        2117021229414		                    0		                    0		
  528		                    0		                    0		                    0		                    0		                    0		        2117021229414		                    0		                    0		
  529		                    0		                    0		                    0		                    0		                    0		        2117021229414		                    0		                    0		
  530		                    0		                    0		                    0		                    0		                    0		        2117021229414		                    0		                    0		
  531		                    0		                    0		                    0		                    0		                    0		        2117021229414		                    0		                    0		
  532		                    0		                    0		                    0		                    0		                    0		        2117021229414		                    0		                    0		
  533		                    0		                    0		                    0		                    0		                    0		        2117021229414		                    0		                    0		
  534		                    0		                    0		                    0		                    0		                    0		        2117021229414		                    0		                    0		
  535		                    0		                    0		                    0		                    0		                    0		        2117021229414		                    0		                    0		
  536		                    0		                    0		                    0		                    0		                    0		        2117021229414		                    0		                    0		
  537		                    0		                    0		                    0		                    0		                    0		        2117021229414		                    0		                    0		
  538		                    0		                    0		                    0		                    0		                    0		        2117021229414		                    0		                    0		
  539		                    0		                    0		                    0		                    0		                    0		        2117021229414		                    0		                    0		
  540		                    0		                    0		                    0		                    0		                    0		        2117021229414		                    0		                    0		
  541		                    0		                    0		                    0		                    0		                    0		        2117021229414		                    0		                    0		
  542		                    0		                    0		                    0		                    0		                    0		        2117021229414		                    0		                    0		
  543		                    0		                    0		                    0		                    0		                    0		        2117021229414		                    0		                    0		
  544		                    0		                    0		                    0		                    0		                    0		        2117021229414		                    0		                    0		
  545		                    0		                    0		                    0		                    0		                    0		        2117021229414		                    0		                    0		
  546		                    0		                    0		                    0		                    0		                    0		        2117021229414		                    0		                    0		
  547		                    0		                    0		                    0		                    0		                    0		        2117021229414		                    0		                    0		
  548		                    0		                    0		                    0		                    0		                    0		        2117021229414		                    0		                    0		
  549		                    0		                    0		                    0		                    0		                    0		        2117021229414		                    0		                    0		
  550		                    0		                    0		                    0		                    0		                    0		        2117021229414		                    0		                    0		
  551		                    0		                    0		                    0		                    0		                    0		        2117021229414		                    0		                    0		
  552		                    0		                    0		                    0		                    0		                    0		        2117021229414		                    0		                    0		
  553		                    0		                    0		                    0		                    0		                    0		        2117021229414		                    0		                    0		
  554		                    0		                    0		                    0		                    0		                    0		        2117021229414		                    0		                    0		
  555		                    0		                    0		                    0		                    0		                    0		        2117021229414		                    0		                    0		
  556		                    0		                    0		                    0		                    0		                    0		        2117021229414		                    0		                    0		
  557		                    0		                    0		                    0		                    0		                    0		        2117021229414		                    0		                    0		
  558		                    0		                    0		                    0		                    0		                    0		        2117021229414		                    0		                    0		
  559		                    0		                    0		                    0		                    0		                    0		        2117021229414		                    0		                    0		
  560		                    0		                    0		                    0		                    0		                    0		        2117021229414		                    0		                    0		
  561		                    0		                    0		                    0		                    0		                    0		        2117021229414		                    0		                    0		
  562		                    0		                    0		                    0		                    0		                    0		        2117021229414		                    0		                    0		
  563		                    0		                    0		                    0		                    0		                    0		        2117021229414		                    0		                    0		
  564		                    0		                    0		                    0		                    0		                    0		        2117021229414		                    0		                    0		
  565		                    0		                    0		                    0		                    0		                    0		        2117021229414		                    0		                    0		
  566		                    0		                    0		                    0		                    0		                    0		        2117021229414		                    0		                    0		
  567		                    0		                    0		                    0		                    0		                    0		        2117021229414		                    0		                    0		
  568		                    0		                    0		                    0		                    0		                    0		        2117021229414		                    0		                    0		
  569		                    0		                    0		                    0		                    0		                    0		        2117021229414		                    0		                    0		
  570		                    0		                    0		                    0		                    0		                    0		        2117021229414		                    0		                    0		
  571		                    0		                    0		                    0		                    0		                    0		        2117021229414		                    0		                    0		
  572		                    0		                    0		                    0		                    0		                    0		        2117021229414		                    0		                    0		
  573		                    0		                    0		                    0		                    0		                    0		        2117021229414		                    0		                    0		
  574		                    0		                    0		                    0		                    0		                    0		        2117021229414		                    0		                    0		
  575		                    0		                    0		                    0		                    0		                    0		        2117021229414		                    0		                    0		
  576		                    0		                    0		                    0		                    0		                    0		        2117021229414		                    0		                    0		
  577		                    0		                    0		                    0		                    0		                    0		        2117021229414		                    0		                    0		
  578		                    0		                    0		                    0		                    0		                    0		        2117021229414		                    0		                    0		
  579		                    0		                    0		                    0		                    0		                    0		        2117021229414		                    0		                    0		
  580		                    0		                    0		                    0		                    0		                    0		                    0		                    0		                    0		
  581		                    0		                    0		                    0		                    0		                    0		                    0		                    0		                    0		
  582		                    0		                    0		                    0		                    0		                    0		                    0		                    0		                    0		
  583		                    0		                    0		                    0		                    0		                    0		                    0		                    0		                    0		
  584		                    0		                    0		                    0		                    0		                    0		                    0		                    0		                    0		
  585		                    0		                    0		                    0		                    0		                    0		                    0		                    0		                    0		
  586		                    0		                    0		                    0		                    0		                    0		                    0		                    0		                    0		
  587		                    0		                    0		                    0		                    0		                    0		                    0		                    0		                    0		
  588		                    0		                    0		                    0		                    0		                    0		                    0		                    0		                    0		
  589		                    0		                    0		                    0		                    0		                    0		                    0		                    0		                    0		
  590		                    0		                    0		                    0		                    0		                    0		                    0		                    0		                    0		
  591		                    0		                    0		                    0		                    0		                    0		                    0		                    0		                    0		
  592		                    0		        5938128880684		                    0		        2120650239708		                    0		        1003431763516		                    0		        1098755469084		
  593		                    0		       51938508156437		                    0		       17259569653763		                    0		        4592990059184		                    0		       39135920048647		
  594		                    0		        5066547698863		                    0		        2498288895999		                    0		                    0		                    0		       45529694465066		
  595		        5631521964978		                    0		                    0		                    0		        3146922613380		                    0		                    0		                    0		
  596		        2211334617674		                    0		                    0		                    0		        1001216250034		                    0		                    0		                    0		
  597		                    0		                    0		                    0		                    0		                    0		                    0		                    0		                    0		
  598		        7076883291842		                    0		                    0		                    0		        5974478548220		                    0		                    0		                    0		
  599		       11224136581476		                    0		                    0		                    0		        7034525999683		                    0		                    0		                    0		
  600		        1805772990385		                    0		                    0		                    0		         787320465659		                    0		                    0		                    0		
  601		                    0		                    0		                    0		                    0		                    0		                    0		                    0		                    0		
  602		                    0		                    0		                    0		                    0		                    0		                    0		                    0		                    0		
  603		                    0		                    0		                    0		                    0		                    0		                    0		                    0		                    0		
  604		                    0		       36755965540476		                    0		        8706247682496		                    0		       14935494183792		        4546904929112		        2330237174720		
  605		                    0		      366541303397367		                    0		       98661594848426		                    0		      242958365726267		       59633231476388		      125342437744134		
  606		                    0		      383040692492811		                    0		      269335576585883		      141319007259826		      336257432677732		      193785605754487		      568970960033885		
  607		                    0		                    0		                    0		      327547846075754		      125431730983442		        9772203586813		      239989698407365		      573172822049209		
  608		                    0		                    0		                    0		      298928605105948		       63210457124233		                    0		      181905889483712		      435697333295579		
  609		                    0		                    0		                    0		      223913410249630		       29297371605754		                    0		       73354651595492		      284940469456851		
  610		                    0		                    0		                    0		      144576097221848		       12113081171777		                    0		                    0		      161231184133603		
  611		                    0		                    0		                    0		       69174415011800		        2878448087489		                    0		                    0		                    0		
  612		       74670103357358		                    0		                    0		                    0		       67837083708684		                    0		                    0		                    0		
  613		      110473436190675		                    0		                    0		                    0		       69505437857888		                    0		                    0		                    0		
  614		       24932234585622		                    0		                    0		                    0		        9899066307130		                    0		                    0		                    0		
  615		                    0		                    0		                    0		                    0		                    0		                    0		                    0		                    0		
  616		                    0		       35089967388112		       37968925113028		        5063299536204		       10157035440552		                    0		        5854085604276		                    0		
  617		                    0		      398814068641776		      345463874894664		      102034271138264		      184471164101831		      206034969904761		      110297520341973		                    0		
  618		                    0		      459094943951297		      692180619422782		      282422020962899		      326538639145593		      511398647414056		      294954803853635		      367334095551812		
  619		                    0		      114131388627627		      854523543419846		      340291108166553		      204844362820728		      434614572427941		      351170307467317		      641861704439182		
  620		                    0		        3889138925723		      901560327474003		      367745797046150		      120495244550408		      409986536332818		      353014599082627		      682562000309993		
  621		                    0		                    0		      901744527778505		      372928829024704		      111990659652112		      414127319546647		      338810803657584		      668749916964064		
  622		                    0		       56825628389298		      770662494297623		      367875759224641		      101710559838043		      435969162332700		      303292502286498		      654139576415343		
  623		                    0		       52367080401489		      180834676005117		      328469919284851		       37256482140296		      349861111411365		      278801275648819		      767390901015033		
  624		      389266111216327		                    0		                    0		      277753756176253		      252097777603240		                    0		      179235860093748		      704966691851522		
  625		      391996812911984		                    0		                    0		      166096388943782		      145968669947608		                    0		      122592085329482		      147146423752441		
  626		       51003338097369		                    0		                    0		       29664024553954		       10660856113901		                    0		       30867516114765		                    0		
  627		                    0		                    0		                    0		                    0		                    0		                    0		                    0		                    0		
  628		                    0		       25152241158044		        1518338045224		                    0		        9713427717084		                    0		                    0		                    0		
  629		                    0		      190454544746306		       21166756770469		                    0		       63696364608813		                    0		                    0		                    0		
  630		                    0		      170173688174502		       31417446477733		                    0		        8892464141972		                    0		                    0		                    0		
  631		                    0		                    0		      164142650967490		                    0		                    0		       76674703137752		                    0		                    0		
  632		                    0		                    0		      383293853940799		                    0		                    0		      163065641167265		                    0		                    0		
  633		                    0		                    0		      574407078154835		                    0		                    0		      223777888170770		                    0		                    0		
  634		                    0		      197628093211613		      535374441976163		                    0		                    0		      391315939363110		                    0		                    0		
  635		                    0		      197362662217224		      184736741873389		       55386957209284		       49827489170757		      438827139252797		       11202501281519		      296636685654746		
  636		      598247265344417		                    0		       33914267832997		      145779727873044		      200240801650553		      154780673616661		      131636718093112		      485601037139060		
  637		      397097008051433		                    0		      114491391812747		      115666972025399		                    0		                    0		      130430786638411		      292868276042957		
  638		                    0		                    0		       33381506944595		        7591672996535		                    0		                    0		       18017007534357		       34241238930317		
  639		                    0		                    0		                    0		                    0		                    0		                    0		                    0		                    0		
  640		                    0		                    0		                    0		                    0		                    0		                    0		                    0		                    0		
  641		                    0		                    0		                    0		                    0		                    0		                    0		                    0		                    0		
  642		                    0		        5777417986340		                    0		                    0		        1992125544136		                    0		                    0		                    0		
  643		                    0		       22275676828951		                    0		                    0		        3599254576372		                    0		                    0		                    0		
  644		                    0		       20970614644525		                    0		         176017153312		                    0		          52517727080		                    0		         107828410872		
  645		                    0		      154321145188358		                    0		       40386444912582		                    0		       22312980288598		                    0		        3097362764132		
  646		                    0		      535842892668187		                    0		      114769663497310		       31357265439012		       59375616692137		       13440308796860		                    0		
  647		      506240582228307		      350871577054388		                    0		      137909921801381		      475144438335641		      107663370179474		       72238772005099		                    0		
  648		      638747265242442		                    0		       24308001505087		       47711048404057		      192208232074797		                    0		       74835891736817		                    0		
  649		       67694159158611		                    0		       78586333900984		                    0		                    0		                    0		                    0		       42586861790531		
  650		                    0		                    0		        5580323224332		                    0		                    0		        1151820286890		                    0		       10741955491812		
  651		                    0		                    0		                    0		                    0		                    0		                    0		                    0		                    0		
  652		                    0		                    0		                    0		                    0		                    0		                    0		                    0		                    0		
  653		                    0		                    0		                    0		                    0		                    0		                    0		                    0		                    0		
  654		                    0		                    0		                    0		                    0		                    0		                    0		                    0		                    0		
  655		                    0		                    0		                    0		                    0		                    0		                    0		                    0		                    0		
  656		                    0		       30677306561993		                    0		       10186891514436		                    0		        7216801273500		                    0		        3537478589918		
  657		                    0		      402192402625936		                    0		       87153825715036		                    0		       54516570970261		        3832684417027		        4993516060210		
  658		                    0		      536585394986108		                    0		      155089511437681		      481637982870506		       62185912093219		       60432463117183		                    0		
  659		      694413707602024		                    0		                    0		      156970417118229		      553871661902171		        1851897054732		      109102144222125		         271638762766		
  660		      424749908332708		                    0		        4230380984190		                    0		                    0		                    0		         654436146621		       22445575221120		
  661		                    0		                    0		                    0		                    0		                    0		         459892062652		                    0		        2650222061304		
  662		                    0		                    0		                    0		                    0		                    0		         409919799471		                    0		                    0		
  663		                    0		                    0		                    0		                    0		                    0		                    0		                    0		                    0		
  664		                    0		                    0		                    0		                    0		                    0		                    0		                    0		                    0		
  665		                    0		                    0		                    0		                    0		                    0		                    0		                    0		                    0		
  666		                    0		                    0		                    0		                    0		                    0		                    0		                    0		                    0		
  667		                    0		         712308309258		                    0		         264025729968		                    0		          78776590620		                    0		         161742616308		
  668		                    0		      177382327185723		                    0		       47339119416310		                    0		       35803024777038		         532017454764		        3508986011208		
  669		                    0		      530591490769346		                    0		      125005474255744		       58860196790401		       58774838068777		       17234920546060		                    0		
  670		      581036547034888		      450245080020998		                    0		      174020119133198		      595770189253397		       68108156378345		       96572114962174		                    0		
  671		      719604479423195		                    0		                    0		      119878291573278		      256317964414610		                    0		      106856095460851		       28780461827633		
  672		        7687891445787		                    0		       21678253927274		                    0		                    0		                    0		                    0		       39149750545589		
  673		                    0		                    0		                    0		                    0		                    0		          91194821991		                    0		        1943644634295		
  674		                    0		                    0		                    0		                    0		                    0		                    0		                    0		                    0		
  675		                    0		                    0		                    0		                    0		                    0		                    0		                    0		                    0		
  676		                    0		                    0		                    0		                    0		                    0		                    0		                    0		                    0		
  677		                    0		                    0		                    0		                    0		                    0		                    0		                    0		                    0		
  678		                    0		                    0		                    0		                    0		                    0		                    0		                    0		                    0		
  679		                    0		       20509328407750		                    0		        6224762269726		                    0		        6936180399694		         809338378212		        1378562176446		
  680		                    0		      445442784224019		                    0		       97845382555922		                    0		       86878061509698		       33324278978682		                    0		
  681		                    0		      613325119040267		                    0		      181872380075238		      494410388897434		      155767710047691		      102437492126787		                    0		
  682		      722506882812626		                    0		                    0		      163201537729631		      572833010527172		        6760550274691		      120854541736996		        9655178798818		
  683		      423150211720436		                    0		        2214683562634		                    0		                    0		                    0		        6978424085571		       17697065717893		
  684		                    0		                    0		                    0		                    0		                    0		           8648182816		                    0		        6116597336813		
  685		                    0		                    0		                    0		                    0		                    0		          69604169180		                    0		                    0		
  686		                    0		                    0		                    0		                    0		                    0		                    0		                    0		                    0		
  687		                    0		                    0		                    0		                    0		                    0		                    0		                    0		                    0		
  688		                    0		                    0		                    0		                    0		                    0		                    0		                    0		                    0		
  689		                    0		                    0		                    0		                    0		                    0		                    0		                    0		                    0		
  690		                    0		                    0		                    0		                    0		                    0		                    0		                    0		                    0		
  691		                    0		       27849867278142		       15124663884148		        6219715376420		                    0		        7387475333420		        4806355984066		                    0		
  692		                    0		      529825832614618		      284856434927615		      109788996357006		      118426455028738		      112949894925971		       77957980109267		                    0		
  693		      339165812221131		      629606001904672		      453378677812026		      184493992829386		      508627455495687		      378831413836016		      161268490292720		       17888520640008		
  694		      641335466331408		                    0		      316977802484160		      106783215239997		      180307889375773		      176810522410057		      124503790420813		      106336724416951		
  695		        5535602295412		                    0		       25787517261958		                    0		                    0		                    0		                    0		       30910660357533		
  696		                    0		                    0		                    0		                    0		                    0		         284891058816		                    0		        1706565874923		
  697		                    0		                    0		                    0		                    0		                    0		                    0		                    0		                    0		
  698		                    0		                    0		                    0		                    0		                    0		                    0		                    0		                    0		
  699		                    0		                    0		                    0		                    0		                    0		                    0		                    0		                    0		
  700		                    0		                    0		                    0		                    0		                    0		                    0		                    0		                    0		
  701		                    0		                    0		                    0		                    0		                    0		                    0		                    0		                    0		
  702		                    0		                    0		                    0		                    0		                    0		                    0		                    0		                    0		
  703		                    0		       24519604531240		       20864331864740		        2217487754482		        6176428012482		                    0		        2548216226192		                    0		
  704		                    0		      333918133511474		      237620805956332		       23052904710522		      142807038305083		                    0		       21514292523394		                    0		
  705		      283434231529717		      289012009866341		      290150065282068		         943942612454		      193773269625118		      282961621219697		        9258389817727		                    0		
  706		      223394416357693		                    0		      182453190263702		                    0		                    0		      169458528265226		                    0		       45671770307337		
  707		                    0		                    0		       14634814600253		                    0		                    0		         112157482095		                    0		       20390452769195		
  708		                    0		                    0		                    0		                    0		                    0		          91194821991		                    0		                    0		
  709		                    0		                    0		                    0		                    0		                    0		                    0		                    0		                    0		
  710		                    0		                    0		                    0		                    0		                    0		                    0		                    0		                    0		
  711		                    0		                    0		                    0		                    0		                    0		                    0		                    0		                    0		
  712		                    0		                    0		                    0		                    0		                    0		                    0		                    0		                    0		
  713		                    0		                    0		                    0		                    0		                    0		                    0		                    0		                    0		
  714		                    0		                    0		                    0		                    0		                    0		                    0		                    0		                    0		
  715		                    0		        4513755652406		                    0		                    0		        1718707775694		                    0		                    0		                    0		
  716		                    0		       59414372724549		                    0		                    0		       15817442390475		                    0		                    0		                    0		
  717		       46872165097402		       30522734941998		                    0		                    0		                    0		       28885020866156		                    0		                    0		
  718		       13463356917748		                    0		                    0		                    0		                    0		       28780340515203		                    0		                    0		
  719		                    0		                    0		                    0		                    0		                    0		        1747724813380		                    0		                    0		
  720		                    0		                    0		                    0		                    0		                    0		                    0		                    0		                    0		
  721		                    0		                    0		                    0		                    0		                    0		                    0		                    0		                    0		
  722		                    0		                    0		                    0		                    0		                    0		                    0		                    0		                    0		
  723		                    x		                    x		                    x		                    x		                    x		                    x		                    x		                    x		
  724		                    x		                    x		                    x		                    x		                    x		                    x		                    x		                    x		
  725		                    x		                    x		                    x		                    x		                    x		                    x		                    x		                    x		
  726		                    x		                    x		                    x		                    x		                    x		                    x		                    x		                    x		
  727		                    x		                    x		                    x		                    x		                    x		                    x		                    x		                    x		
  728		                    x		                    x		                    x		                    x		                    x		                    x		                    x		                    x		
  729		                    x		                    x		                    x		                    x		                    x		                    x		                    x		                    x		
